,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
325,3713257702.92,1.2,1.197,2.497,1029.8,0.02
326,3713257705.42,1.2,1.197,2.497,1029.8,0.02
327,3713257707.93,1.2,1.197,2.497,1029.8,0.02
328,3713257710.43,1.2,1.197,2.497,1029.8,0.02
329,3713257712.94,1.2,1.197,2.497,1029.8,0.02
330,3713257715.45,1.2,1.197,2.497,1029.8,0.02
331,3713257717.95,1.2,1.197,2.497,1029.8,0.02
332,3713257720.47,1.2,1.197,2.497,1029.8,0.02
333,3713257722.99,1.2,1.197,2.497,1029.8,0.02
334,3713257725.51,1.2,1.197,2.497,1029.8,0.02
335,3713257728.02,1.2,1.197,2.497,1029.8,0.02
336,3713257730.54,1.2,1.197,2.497,1029.8,0.02
337,3713257733.05,1.2,1.197,2.497,1029.8,0.02
338,3713257735.56,1.2,1.197,2.497,1029.8,0.02
339,3713257738.08,1.2,1.197,2.497,1029.8,0.02
340,3713257740.58,1.2,1.196,2.497,1029.8,0.02
341,3713257743.1,1.2,1.196,2.497,1029.8,0.02
342,3713257745.61,1.2,1.197,2.497,1029.8,0.02
343,3713257748.12,1.2,1.197,2.497,1029.8,0.02
344,3713257750.64,1.2,1.197,2.497,1029.8,0.02
345,3713257753.14,1.2,1.197,2.497,1029.8,0.02
346,3713257755.66,1.2,1.197,2.497,1029.8,0.02
347,3713257758.18,1.2,1.197,2.497,1029.8,0.02
348,3713257760.7,1.2,1.197,2.497,1029.8,0.02
349,3713257763.21,1.2,1.197,2.497,1029.8,0.02
350,3713257765.73,1.2,1.196,2.497,1029.8,0.02
351,3713257768.24,1.2,1.197,2.497,1029.8,0.02
352,3713257770.74,1.2,1.196,2.497,1029.8,0.02
353,3713257773.25,1.2,1.197,2.497,1029.8,0.02
354,3713257775.76,1.2,1.196,2.497,1029.8,0.02
355,3713257778.26,1.2,1.196,2.497,1029.8,0.02
356,3713257780.77,1.2,1.196,2.497,1029.8,0.02
357,3713257783.29,1.2,1.196,2.497,1029.8,0.02
358,3713257785.81,1.2,1.196,2.497,1029.8,0.02
359,3713257788.32,1.2,1.196,2.497,1029.8,0.02
360,3713257790.84,1.2,1.196,2.497,1029.8,0.02
361,3713257793.36,1.2,1.196,2.497,1029.8,0.02
362,3713257795.87,1.2,1.196,2.497,1029.8,0.02
363,3713257798.37,1.2,1.196,2.497,1029.8,0.02
364,3713257800.88,1.2,1.196,2.497,1029.8,0.02
365,3713257803.38,1.2,1.196,2.497,1029.8,0.02
366,3713257805.91,1.2,1.196,2.497,1029.8,0.02
367,3713257808.42,1.2,1.196,2.497,1029.8,0.02
368,3713257810.93,1.2,1.196,2.497,1029.8,0.02
369,3713257813.43,1.2,1.197,2.497,1029.8,0.02
370,3713257815.95,1.2,1.197,2.497,1029.8,0.02
371,3713257818.46,1.2,1.197,2.497,1029.8,0.02
372,3713257820.97,1.2,1.197,2.497,1029.8,0.02
373,3713257823.48,1.2,1.197,2.497,1029.8,0.02
374,3713257826.0,1.2,1.197,2.497,1029.8,0.02
375,3713257828.5,1.2,1.197,2.497,1029.8,0.02
376,3713257831.01,1.2,1.197,2.497,1029.8,0.02
377,3713257833.53,1.2,1.197,2.497,1029.8,0.02
378,3713257836.04,1.2,1.197,2.497,1029.8,0.02
379,3713257838.55,1.2,1.197,2.497,1029.8,0.02
380,3713257841.06,1.2,1.196,2.497,1029.8,0.02
381,3713257843.57,1.2,1.196,2.497,1029.8,0.02
382,3713257846.08,1.2,1.196,2.497,1029.8,0.02
383,3713257848.59,1.2,1.196,2.497,1029.8,0.02
384,3713257851.11,1.2,1.197,2.497,1029.8,0.02
385,3713257853.63,1.2,1.196,2.497,1029.8,0.02
386,3713257856.14,1.2,1.197,2.497,1029.8,0.02
387,3713257858.66,1.2,1.197,2.497,1029.8,0.02
388,3713257861.17,1.2,1.196,2.497,1029.8,0.02
389,3713257863.68,1.2,1.196,2.497,1029.8,0.02
390,3713257866.2,1.2,1.196,2.497,1029.8,0.02
391,3713257868.7,1.2,1.196,2.497,1029.8,0.02
392,3713257871.22,1.2,1.196,2.497,1029.8,0.02
393,3713257873.72,1.2,1.196,2.497,1029.8,0.02
394,3713257876.23,1.2,1.196,2.497,1029.8,0.02
395,3713257878.75,1.2,1.197,2.497,1029.8,0.02
396,3713257881.26,1.2,1.197,2.497,1029.8,0.02
397,3713257883.77,1.2,1.197,2.497,1029.8,0.02
398,3713257886.28,1.2,1.196,2.497,1029.8,0.02
399,3713257888.78,1.2,1.196,2.497,1029.8,0.02
400,3713257891.3,1.2,1.196,2.497,1029.8,0.02
401,3713257893.82,1.2,1.196,2.497,1029.8,0.02
402,3713257896.33,1.2,1.196,2.497,1029.8,0.02
403,3713257898.83,1.2,1.196,2.497,1029.8,0.02
404,3713257901.35,1.2,1.196,2.497,1029.8,0.02
405,3713257903.86,1.2,1.196,2.497,1029.8,0.02
406,3713257906.37,1.2,1.196,2.497,1029.8,0.02
407,3713257908.9,1.2,1.196,2.497,1029.8,0.02
408,3713257911.41,1.2,1.196,2.497,1029.8,0.02
409,3713257913.92,1.2,1.196,2.497,1029.8,0.02
410,3713257916.44,1.2,1.196,2.497,1029.8,0.02
411,3713257918.95,1.2,1.196,2.497,1029.8,0.02
412,3713257921.46,1.2,1.196,2.497,1029.8,0.02
413,3713257923.96,1.2,1.196,2.497,1029.8,0.02
414,3713257926.47,1.2,1.196,2.497,1029.8,0.02
415,3713257928.98,1.2,1.196,2.497,1029.8,0.02
416,3713257931.5,1.2,1.196,2.497,1029.8,0.02
417,3713257934.01,1.2,1.196,2.497,1029.8,0.02
418,3713257936.52,1.2,1.196,2.497,1029.8,0.02
419,3713257939.04,1.2,1.196,2.497,1029.8,0.02
420,3713257941.56,1.2,1.196,2.498,1029.8,0.02
421,3713257944.08,1.2,1.196,2.497,1029.8,0.02
422,3713257946.59,1.2,1.196,2.497,1029.8,0.02
423,3713257949.11,1.2,1.197,2.497,1029.8,0.02
424,3713257951.64,1.2,1.197,2.497,1029.8,0.02
425,3713257954.14,1.2,1.197,2.498,1029.8,0.02
426,3713257956.65,1.2,1.197,2.497,1029.8,0.02
427,3713257959.18,1.2,1.196,2.497,1029.8,0.02
428,3713257961.69,1.2,1.196,2.498,1029.8,0.02
429,3713257964.19,1.2,1.197,2.497,1029.8,0.02
430,3713257966.71,1.2,1.196,2.497,1029.8,0.02
431,3713257969.22,1.2,1.196,2.498,1029.8,0.02
