,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
296,3713517776.54,1.135,1.136,2.5,DC,DC
297,3713517779.06,1.135,1.136,2.5,DC,DC
298,3713517781.57,1.135,1.136,2.5,DC,DC
299,3713517784.09,1.135,1.136,2.5,DC,DC
300,3713517786.6,1.135,1.137,2.5,DC,DC
301,3713517789.11,1.135,1.136,2.5,DC,DC
302,3713517791.61,1.135,1.136,2.5,DC,DC
303,3713517794.13,1.135,1.136,2.5,DC,DC
304,3713517796.63,1.135,1.136,2.5,DC,DC
305,3713517799.15,1.135,1.136,2.5,DC,DC
306,3713517801.66,1.135,1.136,2.5,DC,DC
307,3713517804.16,1.135,1.136,2.5,DC,DC
308,3713517806.67,1.135,1.136,2.5,DC,DC
309,3713517809.18,1.135,1.136,2.5,DC,DC
310,3713517811.69,1.135,1.136,2.5,DC,DC
311,3713517814.2,1.135,1.136,2.5,DC,DC
312,3713517816.71,1.135,1.136,2.5,DC,DC
313,3713517819.22,1.135,1.136,2.5,DC,DC
314,3713517821.74,1.135,1.136,2.5,DC,DC
315,3713517824.25,1.135,1.136,2.5,DC,DC
316,3713517826.76,1.135,1.136,2.5,DC,DC
317,3713517829.28,1.135,1.136,2.5,DC,DC
318,3713517831.8,1.135,1.136,2.5,DC,DC
319,3713517834.32,1.135,1.136,2.5,DC,DC
320,3713517836.83,1.135,1.136,2.5,DC,DC
321,3713517839.34,1.135,1.136,2.5,DC,DC
322,3713517841.85,1.135,1.136,2.5,DC,DC
323,3713517844.37,1.135,1.135,2.5,DC,DC
324,3713517846.87,1.135,1.135,2.5,DC,DC
325,3713517849.4,1.135,1.135,2.5,DC,DC
326,3713517851.93,1.135,1.135,2.5,DC,DC
327,3713517854.44,1.135,1.135,2.5,DC,DC
328,3713517856.95,1.135,1.135,2.5,DC,DC
329,3713517859.47,1.135,1.136,2.5,DC,DC
330,3713517861.98,1.135,1.136,2.5,DC,DC
331,3713517864.5,1.135,1.136,2.5,DC,DC
332,3713517867.01,1.135,1.136,2.5,DC,DC
333,3713517869.52,1.135,1.136,2.5,DC,DC
334,3713517872.02,1.135,1.136,2.5,DC,DC
335,3713517874.53,1.135,1.136,2.5,DC,DC
336,3713517877.04,1.135,1.136,2.5,DC,DC
