,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
289,3713770219.59,1.95,1.189,2.044,DC,DC
290,3713770222.1,1.95,1.188,2.044,DC,DC
291,3713770224.62,1.95,1.189,2.044,DC,DC
292,3713770227.12,1.95,1.189,2.044,DC,DC
293,3713770229.65,1.95,1.189,2.044,DC,DC
294,3713770232.17,1.95,1.189,2.045,DC,DC
295,3713770234.69,1.95,1.189,2.045,DC,DC
296,3713770237.21,1.95,1.189,2.044,DC,DC
297,3713770239.73,1.95,1.188,2.044,DC,DC
298,3713770242.25,1.95,1.189,2.044,DC,DC
299,3713770244.77,1.95,1.188,2.044,DC,DC
300,3713770247.3,1.95,1.189,2.045,DC,DC
301,3713770249.84,1.95,1.188,2.044,DC,DC
302,3713770252.34,1.95,1.189,2.044,DC,DC
303,3713770254.85,1.95,1.188,2.044,DC,DC
304,3713770257.37,1.95,1.189,2.044,DC,DC
305,3713770259.88,1.95,1.188,2.045,DC,DC
306,3713770262.39,1.95,1.188,2.044,DC,DC
307,3713770264.91,1.95,1.188,2.044,DC,DC
308,3713770267.43,1.95,1.189,2.044,DC,DC
309,3713770269.94,1.95,1.188,2.044,DC,DC
310,3713770272.47,1.95,1.188,2.045,DC,DC
311,3713770274.97,1.95,1.189,2.045,DC,DC
312,3713770277.49,1.95,1.189,2.045,DC,DC
313,3713770279.99,1.95,1.189,2.045,DC,DC
314,3713770282.5,1.95,1.189,2.045,DC,DC
315,3713770285.01,1.95,1.189,2.044,DC,DC
316,3713770287.52,1.95,1.189,2.045,DC,DC
317,3713770290.04,1.95,1.189,2.045,DC,DC
318,3713770292.57,1.95,1.188,2.045,DC,DC
319,3713770295.1,1.95,1.189,2.045,DC,DC
320,3713770297.6,1.95,1.189,2.045,DC,DC
321,3713770300.13,1.95,1.189,2.045,DC,DC
322,3713770302.65,1.95,1.189,2.045,DC,DC
323,3713770305.16,1.95,1.189,2.045,DC,DC
324,3713770307.69,1.95,1.189,2.045,DC,DC
325,3713770310.21,1.95,1.189,2.045,DC,DC
326,3713770312.73,1.95,1.189,2.045,DC,DC
327,3713770315.24,1.95,1.189,2.045,DC,DC
328,3713770317.77,1.95,1.189,2.045,DC,DC
329,3713770320.3,1.95,1.189,2.045,DC,DC
330,3713770322.83,1.95,1.189,2.044,DC,DC
331,3713770325.35,1.95,1.189,2.044,DC,DC
332,3713770327.89,1.95,1.188,2.044,DC,DC
333,3713770330.41,1.95,1.189,2.045,DC,DC
334,3713770332.93,1.95,1.189,2.045,DC,DC
335,3713770335.45,1.95,1.189,2.045,DC,DC
336,3713770337.96,1.95,1.189,2.044,DC,DC
337,3713770576.15,1.95,1.189,2.05,DC,DC
338,3713770578.67,1.95,1.189,2.05,DC,DC
339,3713770581.18,1.95,1.189,2.05,DC,DC
340,3713770583.69,1.95,1.189,2.05,DC,DC
341,3713770586.2,1.95,1.189,2.049,DC,DC
342,3713770588.7,1.95,1.189,2.05,DC,DC
