,0,1,2,3,4,5,6
0,time[s],Voltage CH1,Voltage CH2,Current CH1,Current CH2,Power CH1,Power CH2
1,3713769137.7314253,14.9997,1.1985,0.0596,0.1707,0.89,0.20
2,3713769138.749642,14.9996,1.1985,0.0596,0.1706,0.89,0.20
3,3713769139.780446,14.9997,1.1984,0.0596,0.1707,0.89,0.20
4,3713769140.810012,14.9997,1.1985,0.0596,0.1707,0.89,0.20
5,3713769141.8412576,14.9996,1.1984,0.0596,0.1707,0.89,0.20
6,3713769142.860572,14.9997,1.1985,0.0596,0.1707,0.89,0.20
7,3713769143.879477,14.9997,1.1984,0.0596,0.1707,0.89,0.20
8,3713769144.8994904,14.9996,1.1985,0.0596,0.1707,0.89,0.20
9,3713769145.9331465,14.9997,1.1985,0.0596,0.1707,0.89,0.20
10,3713769146.953717,14.9997,1.1986,0.0596,0.1707,0.89,0.20
11,3713769147.9831676,14.9996,1.1986,0.0596,0.1707,0.89,0.20
12,3713769149.0141106,14.9995,1.1985,0.0596,0.1707,0.89,0.20
13,3713769150.045556,14.9995,1.1985,0.0596,0.1707,0.89,0.20
14,3713769151.0805697,14.9995,1.1985,0.0596,0.1707,0.89,0.20
15,3713769152.0998077,14.9995,1.1985,0.0596,0.1707,0.89,0.20
16,3713769153.138077,14.9994,1.1985,0.0596,0.1707,0.89,0.20
17,3713769154.1719112,14.9995,1.1984,0.0596,0.1707,0.89,0.20
18,3713769155.205784,14.9996,1.1984,0.0596,0.1707,0.89,0.20
19,3713769156.240921,14.9995,1.1985,0.0596,0.1706,0.89,0.20
20,3713769157.2630377,14.9997,1.1984,0.0596,0.1707,0.89,0.20
21,3713769158.294409,14.9995,1.1984,0.0594,0.1707,0.89,0.20
22,3713769159.3258514,14.9996,1.1983,0.0594,0.1707,0.89,0.20
23,3713769160.359787,14.9996,1.1985,0.0594,0.1707,0.89,0.20
24,3713769161.38214,14.9997,1.1985,0.0594,0.1707,0.89,0.20
25,3713769162.415799,14.9997,1.1985,0.0594,0.1707,0.89,0.20
26,3713769163.4502172,14.9995,1.1985,0.0594,0.1707,0.89,0.20
27,3713769164.4861174,14.9996,1.1984,0.0594,0.1707,0.89,0.20
28,3713769165.5208774,14.9997,1.1984,0.0594,0.1707,0.89,0.20
29,3713769166.5567503,14.9996,1.1985,0.0594,0.1707,0.89,0.20
30,3713769167.591918,14.9996,1.1985,0.0594,0.1707,0.89,0.20
31,3713769168.642887,14.9997,1.1985,0.0594,0.1707,0.89,0.20
32,3713769169.677807,14.9997,1.1985,0.0594,0.1707,0.89,0.20
33,3713769170.711175,14.9997,1.1985,0.0594,0.1707,0.89,0.20
34,3713769171.745489,14.9997,1.1984,0.0594,0.1707,0.89,0.20
35,3713769172.782194,14.9996,1.1984,0.0594,0.1707,0.89,0.20
36,3713769173.815076,14.9996,1.1985,0.0594,0.1707,0.89,0.20
37,3713769174.8434873,14.9996,1.1985,0.0594,0.1707,0.89,0.20
38,3713769175.878885,14.9997,1.1985,0.0594,0.1707,0.89,0.20
39,3713769176.9152956,14.9995,1.1985,0.0594,0.1707,0.89,0.20
40,3713769177.94749,14.9995,1.1985,0.0594,0.1707,0.89,0.20
41,3713769178.9805408,14.9995,1.1985,0.0594,0.1707,0.89,0.20
42,3713769180.014968,14.9995,1.1984,0.0594,0.1707,0.89,0.20
43,3713769181.05082,14.9996,1.1984,0.0594,0.1707,0.89,0.20
44,3713769182.082841,14.9997,1.1984,0.0595,0.1707,0.89,0.20
45,3713769183.1168413,14.9996,1.1984,0.0595,0.1707,0.89,0.20
46,3713769184.1509466,14.9996,1.1985,0.0595,0.1707,0.89,0.20
47,3713769185.185111,14.9996,1.1985,0.0595,0.1707,0.89,0.20
48,3713769186.221564,14.9997,1.1985,0.0595,0.1707,0.89,0.20
49,3713769187.2513742,14.9997,1.1985,0.0595,0.1707,0.89,0.20
50,3713769188.286107,14.9996,1.1985,0.0595,0.1707,0.89,0.20
51,3713769189.31621,14.9996,1.1985,0.0595,0.1707,0.89,0.20
52,3713769190.3481827,14.9997,1.1985,0.0595,0.1707,0.89,0.20
53,3713769191.383798,14.9996,1.1985,0.0595,0.1707,0.89,0.20
54,3713769192.418206,14.9996,1.1986,0.0595,0.1707,0.89,0.20
55,3713769193.449401,14.9995,1.1985,0.0595,0.1707,0.89,0.20
56,3713769194.477446,14.9997,1.1985,0.0595,0.1707,0.89,0.20
57,3713769195.5084047,14.9996,1.1986,0.0595,0.1707,0.89,0.20
58,3713769196.543811,14.9996,1.1986,0.0595,0.1707,0.89,0.20
59,3713769197.5757985,14.9997,1.1985,0.0595,0.1707,0.89,0.20
60,3713769198.6093245,14.9996,1.1985,0.0595,0.1707,0.89,0.20
61,3713769199.6438417,14.9996,1.1985,0.0594,0.1707,0.89,0.20
62,3713769200.690854,14.9996,1.1985,0.0594,0.1707,0.89,0.20
63,3713769201.736539,14.9996,1.1985,0.0595,0.1707,0.89,0.20
64,3713769202.76887,14.9995,1.1986,0.0595,0.1707,0.89,0.20
65,3713769203.804261,14.9996,1.1985,0.0595,0.1707,0.89,0.20
66,3713769204.8385844,14.9997,1.1986,0.0595,0.1707,0.89,0.20
67,3713769205.88505,14.9997,1.1985,0.0595,0.1707,0.89,0.20
68,3713769206.9164014,14.9996,1.1985,0.0595,0.1707,0.89,0.20
69,3713769207.9633856,14.9996,1.1985,0.0595,0.1707,0.89,0.20
70,3713769208.9975004,14.9996,1.1985,0.0595,0.1707,0.89,0.20
71,3713769210.032689,14.9996,1.1986,0.0594,0.1707,0.89,0.20
72,3713769211.0788937,14.9996,1.1985,0.0595,0.1707,0.89,0.20
73,3713769212.128375,14.9994,1.1985,0.0594,0.1707,0.89,0.20
74,3713769213.175363,14.9995,1.1985,0.0594,0.1707,0.89,0.20
75,3713769214.207844,14.9996,1.1985,0.0594,0.1707,0.89,0.20
76,3713769215.253289,14.9997,1.1985,0.0594,0.1707,0.89,0.20
77,3713769216.302708,14.9997,1.1985,0.0594,0.1707,0.89,0.20
78,3713769217.3362455,14.9997,1.1985,0.0594,0.1707,0.89,0.20
79,3713769218.369187,14.9997,1.1986,0.0594,0.1707,0.89,0.20
80,3713769219.4037027,14.9996,1.1985,0.0594,0.1707,0.89,0.20
81,3713769220.4381332,14.9998,1.1985,0.0594,0.1707,0.89,0.20
82,3713769221.485971,14.9997,1.1985,0.0594,0.1707,0.89,0.20
83,3713769222.5189533,14.9997,1.1986,0.0594,0.1707,0.89,0.20
84,3713769223.5662,14.9998,1.1986,0.0594,0.1707,0.89,0.20
85,3713769224.6132975,14.9996,1.1985,0.0594,0.1707,0.89,0.20
86,3713769225.6622553,14.9997,1.1986,0.0594,0.1707,0.89,0.20
87,3713769226.710645,14.9996,1.1986,0.0594,0.1709,0.89,0.20
88,3713769227.772127,14.9995,1.1986,0.0594,0.1720,0.89,0.21
89,3713769228.8081512,14.9995,1.1986,0.0594,0.1708,0.89,0.20
90,3713769229.8513355,14.9996,1.1985,0.0594,0.1707,0.89,0.20
91,3713769230.898082,14.9997,1.1985,0.0594,0.1707,0.89,0.20
92,3713769231.9477,14.9997,1.1985,0.0594,0.1707,0.89,0.20
93,3713769232.9932575,14.9997,1.1985,0.0595,0.1707,0.89,0.20
94,3713769234.0291567,14.9996,1.1986,0.0595,0.1707,0.89,0.20
95,3713769235.074205,14.9997,1.1985,0.0594,0.1707,0.89,0.20
96,3713769236.121091,14.9998,1.1985,0.0594,0.1707,0.89,0.20
97,3713769237.152539,14.9997,1.1985,0.0594,0.1707,0.89,0.20
98,3713769238.20219,14.9998,1.1985,0.0594,0.1707,0.89,0.20
99,3713769239.2371597,14.9998,1.1985,0.0594,0.1707,0.89,0.20
100,3713769240.2844477,14.9997,1.1985,0.0594,0.1707,0.89,0.20
101,3713769241.3189163,14.9997,1.1985,0.0594,0.1707,0.89,0.20
102,3713769242.360157,14.9997,1.1985,0.0594,0.1707,0.89,0.20
103,3713769243.4092364,14.9998,1.1985,0.0594,0.1707,0.89,0.20
104,3713769244.457945,14.9998,1.1986,0.0594,0.1707,0.89,0.20
105,3713769245.499445,14.9997,1.1986,0.0594,0.1707,0.89,0.20
106,3713769246.5493402,14.9997,1.1986,0.0594,0.1707,0.89,0.20
107,3713769247.600334,14.9997,1.1986,0.0594,0.1707,0.89,0.20
108,3713769248.6506357,14.9997,1.1984,0.0594,0.1707,0.89,0.20
109,3713769249.713825,14.9998,1.1984,0.0594,0.1707,0.89,0.20
110,3713769250.759226,14.9998,1.1984,0.0594,0.1707,0.89,0.20
111,3713769251.805359,14.9997,1.1984,0.0594,0.1707,0.89,0.20
112,3713769252.855093,14.9998,1.1985,0.0594,0.1707,0.89,0.20
113,3713769253.8999734,14.9997,1.1985,0.0594,0.1707,0.89,0.20
114,3713769254.9468384,14.9998,1.1985,0.0594,0.1707,0.89,0.20
115,3713769255.9971857,14.9998,1.1985,0.0594,0.1707,0.89,0.20
116,3713769257.043224,14.9999,1.1985,0.0594,0.1707,0.89,0.20
117,3713769258.102392,14.9999,1.1985,0.0594,0.1707,0.89,0.20
118,3713769259.1543136,14.9999,1.1985,0.0594,0.1707,0.89,0.20
119,3713769260.2002935,14.9997,1.1985,0.0594,0.1707,0.89,0.20
120,3713769261.247389,14.9998,1.1985,0.0594,0.1707,0.89,0.20
121,3713769262.2913027,14.9998,1.1985,0.0594,0.1707,0.89,0.20
122,3713769263.3417006,14.9998,1.1985,0.0594,0.1707,0.89,0.20
123,3713769264.393052,14.9998,1.1986,0.0594,0.1707,0.89,0.20
124,3713769265.4570246,14.9998,1.1986,0.0594,0.1707,0.89,0.20
125,3713769266.5027914,14.9998,1.1985,0.0594,0.1707,0.89,0.20
126,3713769267.561036,14.9997,1.1986,0.0594,0.1707,0.89,0.20
127,3713769268.6075706,14.9997,1.1986,0.0594,0.1707,0.89,0.20
128,3713769269.6559763,14.9997,1.1986,0.0594,0.1707,0.89,0.20
129,3713769270.701808,14.9997,1.1986,0.0594,0.1707,0.89,0.20
130,3713769271.7462244,14.9997,1.1986,0.0594,0.1707,0.89,0.20
131,3713769272.8091545,14.9997,1.1986,0.0594,0.1707,0.89,0.20
132,3713769273.8518133,14.9998,1.1986,0.0594,0.1707,0.89,0.20
133,3713769274.9134297,14.9998,1.1986,0.0594,0.1707,0.89,0.20
134,3713769275.9771934,14.9997,1.1985,0.0594,0.1707,0.89,0.20
135,3713769277.039148,14.9997,1.1986,0.0594,0.1707,0.89,0.20
136,3713769278.0885496,14.9997,1.1986,0.0594,0.1707,0.89,0.20
137,3713769279.133196,14.9997,1.1985,0.0594,0.1707,0.89,0.20
138,3713769280.1848125,14.9996,1.1986,0.0594,0.1707,0.89,0.20
139,3713769281.2512016,14.9997,1.1986,0.0594,0.1707,0.89,0.20
140,3713769282.297898,14.9997,1.1986,0.0594,0.1707,0.89,0.20
141,3713769283.3618546,14.9997,1.1986,0.0594,0.1707,0.89,0.20
142,3713769284.427198,14.9996,1.1985,0.0594,0.1707,0.89,0.20
143,3713769285.4626646,14.9997,1.1985,0.0594,0.1707,0.89,0.20
144,3713769286.4950976,14.9997,1.1985,0.0594,0.1707,0.89,0.20
145,3713769287.5264435,14.9997,1.1985,0.0594,0.1707,0.89,0.20
146,3713769288.5586243,14.9996,1.1985,0.0594,0.1707,0.89,0.20
147,3713769289.5770054,14.9996,1.1985,0.0594,0.1707,0.89,0.20
148,3713769290.6097465,14.9997,1.1985,0.0594,0.1707,0.89,0.20
149,3713769291.6393576,14.9996,1.1985,0.0594,0.1707,0.89,0.20
150,3713769292.6587796,14.9997,1.1985,0.0594,0.1707,0.89,0.20
151,3713769293.6904354,14.9996,1.1985,0.0594,0.1707,0.89,0.20
152,3713769294.7185855,14.9996,1.1986,0.0594,0.1707,0.89,0.20
153,3713769295.739725,14.9995,1.1985,0.0594,0.1707,0.89,0.20
154,3713769296.7695656,14.9996,1.1985,0.0594,0.1707,0.89,0.20
155,3713769297.7899723,14.9996,1.1984,0.0594,0.1707,0.89,0.20
156,3713769298.820833,14.9994,1.1985,0.0594,0.1707,0.89,0.20
157,3713769299.8513107,14.9995,1.1985,0.0594,0.1707,0.89,0.20
158,3713769300.8713093,14.9997,1.1985,0.0594,0.1707,0.89,0.20
159,3713769301.9018555,14.9997,1.1985,0.0594,0.1707,0.89,0.20
160,3713769302.9291697,14.9997,1.1986,0.0594,0.1707,0.89,0.20
161,3713769303.961898,14.9996,1.1985,0.0594,0.1707,0.89,0.20
162,3713769304.99189,14.9995,1.1985,0.0594,0.1707,0.89,0.20
163,3713769306.020878,14.9996,1.1985,0.0594,0.1707,0.89,0.20
164,3713769307.0522823,14.9997,1.1984,0.0594,0.1707,0.89,0.20
165,3713769308.0716977,14.9997,1.1985,0.0594,0.1707,0.89,0.20
166,3713769309.1019707,14.9997,1.1986,0.0594,0.1707,0.89,0.20
167,3713769310.121519,14.9998,1.1985,0.0594,0.1707,0.89,0.20
168,3713769311.1397314,14.9998,1.1985,0.0594,0.1707,0.89,0.20
169,3713769312.173216,14.9996,1.1986,0.0594,0.1707,0.89,0.20
170,3713769313.2068453,14.9996,1.1985,0.0594,0.1707,0.89,0.20
171,3713769314.2344427,14.9997,1.1986,0.0594,0.1707,0.89,0.20
172,3713769315.252859,14.9997,1.1985,0.0594,0.1707,0.89,0.20
173,3713769316.273467,14.9997,1.1985,0.0594,0.1707,0.89,0.20
174,3713769317.30505,14.9998,1.1985,0.0594,0.1707,0.89,0.20
175,3713769318.335662,14.9997,1.1986,0.0594,0.1707,0.89,0.20
176,3713769319.3648367,14.9997,1.1986,0.0594,0.1707,0.89,0.20
177,3713769320.382887,14.9997,1.1985,0.0594,0.1707,0.89,0.20
178,3713769321.417268,14.9997,1.1984,0.0594,0.1707,0.89,0.20
179,3713769322.44977,14.9997,1.1985,0.0594,0.1707,0.89,0.20
180,3713769323.482873,14.9998,1.1985,0.0594,0.1707,0.89,0.20
181,3713769324.502551,14.9998,1.1985,0.0594,0.1707,0.89,0.20
182,3713769325.532999,14.9997,1.1985,0.0594,0.1707,0.89,0.20
183,3713769326.564251,14.9997,1.1984,0.0594,0.1707,0.89,0.20
184,3713769327.5950503,14.9997,1.1984,0.0594,0.1707,0.89,0.20
185,3713769328.627618,14.9995,1.1985,0.0594,0.1707,0.89,0.20
186,3713769329.661023,14.9996,1.1984,0.0594,0.1707,0.89,0.20
187,3713769330.6928396,14.9997,1.1984,0.0594,0.1707,0.89,0.20
188,3713769331.724142,14.9997,1.1984,0.0594,0.1707,0.89,0.20
189,3713769332.755658,14.9996,1.1984,0.0594,0.1707,0.89,0.20
190,3713769333.775102,14.9996,1.1984,0.0594,0.1707,0.89,0.20
191,3713769334.8089657,14.9995,1.1985,0.0594,0.1707,0.89,0.20
192,3713769335.828964,14.9994,1.1985,0.0594,0.1707,0.89,0.20
193,3713769336.8474264,14.9996,1.1985,0.0594,0.1707,0.89,0.20
194,3713769337.874795,14.9997,1.1985,0.0594,0.1707,0.89,0.20
195,3713769338.9074907,14.9997,1.1986,0.0594,0.1707,0.89,0.20
196,3713769339.93538,14.9996,1.1985,0.0594,0.1707,0.89,0.20
197,3713769340.9631042,14.9996,1.1985,0.0594,0.1707,0.89,0.20
198,3713769341.995698,14.9996,1.1985,0.0594,0.1707,0.89,0.20
199,3713769343.0181446,14.9997,1.1985,0.0594,0.1707,0.89,0.20
200,3713769344.047949,14.9998,1.1985,0.0594,0.1707,0.89,0.20
201,3713769345.080823,14.9998,1.1985,0.0594,0.1707,0.89,0.20
202,3713769346.1105328,14.9998,1.1985,0.0594,0.1707,0.89,0.20
203,3713769347.142372,14.9997,1.1984,0.0594,0.1707,0.89,0.20
204,3713769348.174962,14.9996,1.1985,0.0594,0.1707,0.89,0.20
205,3713769349.2093744,14.9995,1.1985,0.0594,0.1707,0.89,0.20
206,3713769350.240077,14.9996,1.1985,0.0594,0.1707,0.89,0.20
207,3713769351.2702494,14.9997,1.1985,0.0594,0.1707,0.89,0.20
208,3713769352.289345,14.9996,1.1985,0.0594,0.1707,0.89,0.20
209,3713769353.320378,14.9996,1.1985,0.0594,0.1707,0.89,0.20
210,3713769354.34824,14.9997,1.1985,0.0594,0.1707,0.89,0.20
